track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,predicted_genre,actual_genre,confidence_interval
3vvDp7R6SHDSJqhSOeCZL6,PXNDX,Poetics,Popurrí para Ti,38,197573,False,0.51,0.861,11,-4.658,1,0.0333,0.0249,5.07e-06,0.317,0.507,96.497,4,Other / Misc,Rock & Metal,Other / Misc,0.34
7juldJ3Bp7nwj4G8mCEM1R,Marcin Siegienczuk,Top Hits Disco Polo Vol6,Martini z Lodem,29,205984,False,0.727,0.816,5,-6.912,0,0.0369,0.000577,0.00207,0.309,0.883,126.969,4,Pop & Dance,Pop & Dance,Pop & Dance,0.66
2VbesmhJ6U5t8KaZEjzVCJ,Otep,Atavist (Deluxe Version),Atom To Adam,22,245266,False,0.553,0.943,1,-5.433,1,0.0685,0.00046,0.0786,0.233,0.431,121.969,4,Rock & Metal,Rock & Metal,Rock & Metal,0.64
2MnJy9SG0hHtP2fBEcgIaM,The Stanley Brothers,Folk Concert,Little Birdie,27,119600,False,0.456,0.556,7,-9.135,1,0.0299,0.375,0.00258,0.268,0.886,167.863,4,Folk & Country,Folk & Country,Folk & Country,0.58
2a2Yb7fc67EzRUVpYTUyZq,Lane 8;Elderbrook,Grapevine,Grapevine,60,381463,False,0.575,0.754,1,-10.585,0,0.0342,0.293,0.634,0.284,0.105,122.989,4,Pop & Dance,Pop & Dance,Pop & Dance,0.52
6dSVppeLhFIN2tZaOSjCH1,Veruca Salt,Eight Arms To Hold You,Stoneface,25,163933,False,0.408,0.933,0,-2.828,0,0.0398,9.38e-05,0.0,0.124,0.51,136.037,4,Rock & Metal,Rock & Metal,Rock & Metal,0.57
4P1L6AniTDJzANaubzWGYs,Teqkoi;Snøw,I'm Not Enough and I'm Sorry,I'm Not Enough and I'm Sorry,63,120000,True,0.698,0.183,8,-20.188,1,0.299,0.462,0.000424,0.335,0.244,143.96,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.42
2EiVLz6irHr0sYvhiHubCh,Kevi Jonny,Caixa de Saudade (Ao Vivo),Caixa de Saudade - Ao Vivo,49,178415,False,0.55,0.665,0,-2.608,1,0.0662,0.301,0.0,0.126,0.643,143.441,4,Folk & Country,Folk & Country,Folk & Country,0.46
1iWdUsApYKc2qYmMv0L02c,Wietske van Tongeren,Rebecca - Cast Album,"Was ich auch tu, ist falsch",22,108200,False,0.361,0.399,2,-8.094,1,0.0385,0.961,1.27e-05,0.126,0.316,78.183,3,Comedy & Children,Comedy & Children,Comedy & Children,0.31
55vAraLCIsYMnakMHUUgvB,SNAP!,Rhythm Is a Dancer 2008,Rhythm Is a Dancer (12'' Version),20,316138,False,0.767,0.869,9,-7.323,0,0.0334,0.111,0.0688,0.0815,0.849,124.254,4,Pop & Dance,Pop & Dance,Pop & Dance,0.35
3RPUlfBMYL7KCApbHMNE91,Andrea Bocelli;David Foster,Andrea Bocelli Spotify Sessions (Live),"Can't Help Falling In Love - Live From Spotify, NYC / 2015",53,179869,False,0.284,0.601,5,-7.194,1,0.0686,0.926,0.000189,0.527,0.205,93.221,3,Classical & Opera,Folk & Country,Classical & Opera,0.23
0LbLIVrkbaPMeE4XHNgNpU,Lupillo Rivera,Amorcito Corazon,Sin Fortuna,47,172755,False,0.475,0.426,10,-7.614,1,0.0926,0.883,2.24e-06,0.081,0.967,173.249,4,Hip-Hop & R&B,Folk & Country,Hip-Hop & R&B,0.31
7MvLLo4od1Qfv4J6VzLxCK,Inner City,Big Fun,Big Fun - Radio Edit,13,219746,False,0.571,0.846,8,-6.087,0,0.0472,0.0598,0.00071,0.135,0.734,128.688,4,Pop & Dance,Pop & Dance,Pop & Dance,0.59
60ZCS7ttJKqGZU58kOxTk4,Rashid Beibutov,Tələsiin İnsanlar,Qara Qız,9,136506,False,0.567,0.181,4,-15.477,1,0.0934,0.991,0.00504,0.309,0.422,123.588,4,Folk & Country,Folk & Country,Folk & Country,0.82
2kyC8NsSgjHo4RFLUNGwjn,ERA,The Essential,Reborn,20,330080,False,0.265,0.551,9,-7.065,0,0.0331,0.37,0.000818,0.116,0.318,72.988,4,Ambient & Chill,Folk & Country,Ambient & Chill,0.19
6mSDD3nBMVP0ZwJoLakFYo,Raça Negra,Raça Negra 25 Anos (Ao Vivo),Cigana - Ao Vivo,45,179693,False,0.623,0.717,0,-6.634,1,0.0696,0.197,2.45e-05,0.501,0.404,78.848,4,Folk & Country,Folk & Country,Folk & Country,0.36
0VzjMVWobq4OzVNbh3qeQX,Tranquility Piano,Bloody Well Right (From Disney's 'Cruella'),Bloody Well Right (From Disney's 'Cruella'),19,102592,False,0.464,0.0505,3,-25.482,1,0.0406,0.967,0.94,0.0964,0.144,80.928,4,Comedy & Children,Comedy & Children,Comedy & Children,0.58
2grJEu2P4KD1YDq2ZaaLoL,GUFI,Historias De La Calle,Punk Superstars,38,187742,False,0.508,0.956,4,-6.303,1,0.0587,0.000782,1.97e-05,0.0991,0.783,167.044,4,Rock & Metal,Rock & Metal,Rock & Metal,0.67
7Hr9ke37qeKfCajWSZ4iet,Ozuna;Nesi,OzuTochi,La Suzi,61,155933,False,0.541,0.544,11,-7.559,0,0.258,0.28,0.0115,0.289,0.456,98.015,4,Folk & Country,Pop & Dance,Folk & Country,0.24
3qW9FHlJofOfbMJdmAXw9h,Petter,Hälsa Stockholm,Besvikelsens melodi,38,161231,False,0.565,0.453,8,-12.038,0,0.0586,0.912,0.0,0.0885,0.244,95.847,4,Other / Misc,World & Ethnic,Other / Misc,0.36
4ogKG8W4iXhZ7DijimF3Tl,ZABO,Sacrifice,Sacrifice,29,240000,False,0.556,0.771,6,-6.065,0,0.148,0.00215,0.000691,0.116,0.0753,105.006,4,Pop & Dance,Pop & Dance,Pop & Dance,0.44
4TPe69YIxw99FIDjpElpAk,Farzad Golpayegani,One,Seven,0,251000,False,0.223,0.897,0,-5.738,1,0.075,0.25,0.854,0.107,0.133,189.91,4,World & Ethnic,World & Ethnic,World & Ethnic,0.49
3WXd8AWDD0oormqfYpSqJA,CalledOut Music,My Prayer (Yahweh),My Prayer (Yahweh),42,217446,False,0.583,0.31,5,-14.911,1,0.159,0.688,0.0,0.104,0.563,140.974,4,Folk & Country,Folk & Country,Folk & Country,0.26
3kF5VGbKlNlczAm3HCkxpT,Rosa de Saron,Acústico,Do Alto da Pedra,46,279120,False,0.538,0.757,8,-5.622,1,0.037,0.0055,0.0,0.104,0.298,123.914,4,Folk & Country,Pop & Dance,Folk & Country,0.24
48ePfm9Ie5NJLVChVRNVJx,Mägo de Oz,Tranqui Tronco: Canciones de Rock Lentas,El cantar de la luna oscura (Versión 2006),34,313400,False,0.318,0.91,2,-3.494,0,0.109,0.387,5.61e-05,0.18,0.654,127.518,4,World & Ethnic,Folk & Country,World & Ethnic,0.24
7mMzlK2pYVbgkUL1zaGGyV,dhruv,rapunzel,grateful,55,241458,True,0.507,0.516,6,-9.67,1,0.106,0.457,0.0284,0.128,0.486,83.951,4,Ambient & Chill,World & Ethnic,Ambient & Chill,0.17
1E7J7TnkKckwyNF9Gf3ZqS,Quatro por Um,Então é Só Clamar,Então é Só Clamar,42,239908,False,0.542,0.686,1,-3.881,1,0.031,0.232,0.0,0.0833,0.29,127.864,4,Hip-Hop & R&B,Hip-Hop & R&B,Hip-Hop & R&B,0.36
5XRuPxMShwVlQVS8jdCSbp,Shinedown,Somewhere in the Stratosphere,The Crow & the Butterfly - Live from Washington State,26,256600,False,0.29,0.857,5,-3.001,1,0.043,0.00125,0.0,0.973,0.235,148.946,3,Rock & Metal,Rock & Metal,Rock & Metal,0.34
6geDG6zrcBSqg5AzTFtTlp,Greeicy,Para entrar en calor,Ganas,0,214413,False,0.735,0.804,0,-2.405,1,0.0979,0.0371,0.000636,0.102,0.725,175.844,4,Folk & Country,Folk & Country,Folk & Country,0.38
4aiKrXuTAiAxV4gosTwwhf,Aim,Cold Water Music,Intro,20,55520,False,0.541,0.454,4,-10.406,0,0.0413,0.105,0.319,0.526,0.421,142.056,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.32
0PQK5efczMVIIjScPRZYH5,keshi,skeletons,atlas,57,171520,True,0.602,0.491,5,-6.764,1,0.0308,0.661,0.0,0.113,0.176,119.964,4,Ambient & Chill,Other / Misc,Ambient & Chill,0.22
6W2KBpMMXW17r7dPyqi8Iu,Slayer,Repentless,Repentless,58,199866,True,0.4,0.994,8,-7.34,0,0.0625,3.65e-05,0.097,0.145,0.253,104.134,4,Rock & Metal,Rock & Metal,Rock & Metal,0.84
4HR0tnRa8g0pXaircemtcO,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,pov: it's 2021,La Buena - Remix,0,220386,False,0.756,0.93,2,-2.815,1,0.0937,0.0287,6.9e-05,0.116,0.514,98.978,4,Folk & Country,Folk & Country,Folk & Country,0.8
5nTbPFqLKmQdIg1SD8KgG4,Anuv Jain,Meri Baaton Mein Tu,Meri Baaton Mein Tu,62,213986,False,0.623,0.455,0,-9.793,1,0.0302,0.426,0.0,0.145,0.233,142.878,4,World & Ethnic,Folk & Country,World & Ethnic,0.3
0rUr1CXoEroBjS2CRZlN8r,Fernandinho,Sou Feliz (ao Vivo),Grandioso És Tu - Ao Vivo,38,639546,False,0.232,0.401,10,-8.987,1,0.0282,0.363,0.000744,0.108,0.131,137.75,4,Hip-Hop & R&B,Hip-Hop & R&B,Hip-Hop & R&B,0.34
34zHNfI9XDe9esgbzA6PjP,andymori,光,ベースマン,31,180026,False,0.434,0.888,11,-3.836,1,0.0489,0.0901,0.0,0.0891,0.735,102.091,4,Rock & Metal,Rock & Metal,Rock & Metal,0.42
356Cveas21VQQ6LlbcBMfT,Powfu;Sara Kays;Sarcastic Sounds,drinking under the streetlights,the long way home (feat. Sara Kays & Sarcastic Sounds),50,189628,True,0.579,0.402,2,-9.687,1,0.0392,0.777,0.0,0.316,0.516,152.067,4,Ambient & Chill,Folk & Country,Ambient & Chill,0.26
1NcQkuennLBhTIqms4b6ob,The Beatles,Taxman (2022 Mix),Taxman - 2022 Mix,60,158266,False,0.493,0.762,7,-6.114,1,0.147,0.00216,0.0,0.713,0.708,133.227,4,Other / Misc,Rock & Metal,Other / Misc,0.26
1NkPFEP9QRdKGJAC3VwQ2g,Mortician,Chainsaw Dismemberment,Rats,17,96840,False,0.259,0.88,10,-11.59,1,0.112,0.00327,0.965,0.408,0.0364,125.287,4,Rock & Metal,Rock & Metal,Rock & Metal,0.72
7xxk2elVJN3IjhbV3T8Shz,Zaeden,days,days,43,150000,False,0.811,0.499,7,-9.37,1,0.0589,0.255,0.00478,0.189,0.373,144.028,4,Pop & Dance,Pop & Dance,Pop & Dance,0.5
11y8GSP2ASv8S9n0FiiDva,Juice Newton,Juice,Angel Of The Morning,59,250440,False,0.452,0.313,8,-9.309,1,0.026,0.433,2.6e-05,0.0772,0.344,75.806,4,Folk & Country,World & Ethnic,Folk & Country,0.22
6U2EJay8ci8qyT29GixCUm,Lili,Jeszcze więcej,Jeszcze więcej,28,197000,False,0.745,0.938,8,-1.892,1,0.0972,0.0163,1.17e-06,0.564,0.947,137.972,4,Pop & Dance,Pop & Dance,Pop & Dance,0.77
33ThpWWqMDoEAjlIhZ7317,Tony Rice,Native American,Shadows,24,223600,False,0.553,0.24,1,-16.516,1,0.0327,0.797,0.000125,0.0865,0.519,108.986,4,Folk & Country,Folk & Country,Folk & Country,0.39
6WSzh5vVCF5CGg3Qr4ax2e,Jorge Drexler,Cara B,Gracias - Cara B,26,228413,False,0.707,0.283,2,-16.795,1,0.0652,0.848,0.00054,0.339,0.796,79.771,4,Folk & Country,Folk & Country,Folk & Country,0.46
0YOxIn3KAjEGmNsrlgGSVp,Charlie Brown Jr.;LION dj,Tudo Que Ela Gosta De Escutar (Lion Remix),Tudo Que Ela Gosta De Escutar - Lion Remix,40,300432,False,0.743,0.852,10,-7.223,0,0.0528,0.00317,0.0733,0.292,0.56,124.019,4,Hip-Hop & R&B,Pop & Dance,Hip-Hop & R&B,0.58
5RBH8ypFAj5HTZTPRpI1XL,BLACKPINK,SQUARE UP,See U Later,62,198866,False,0.74,0.926,9,-3.965,0,0.112,0.0376,0.0,0.582,0.571,106.987,4,Pop & Dance,Folk & Country,Pop & Dance,0.28
1ZLtE9tSJdaUiIJ9YoKHQe,Paramore,Decode,Decode,73,261959,False,0.28,0.87,10,-4.219,0,0.0592,0.000686,0.00608,0.101,0.284,164.057,4,Other / Misc,Rock & Metal,Other / Misc,0.65
4S242KsP9ZlDej7dqHWcXP,Oingo Boingo,Halloween Kids Party 2022,Weird Science,0,372293,False,0.66,0.926,4,-6.918,1,0.0418,0.022,0.00315,0.841,0.734,127.924,4,Pop & Dance,Pop & Dance,Pop & Dance,0.93
6Dg3ArDiJcseYoeeTZZXK6,San Holo,All The Highs,All The Highs,58,206793,False,0.538,0.694,3,-7.035,1,0.0483,0.143,0.098,0.112,0.425,145.007,4,Pop & Dance,Pop & Dance,Pop & Dance,0.31
1ypx1v2k1cQFX0Vrda7nEl,Ray Price,Greatest Hits,Release Me,16,161400,False,0.618,0.274,7,-11.782,1,0.0311,0.922,2.42e-05,0.108,0.439,128.884,4,Folk & Country,Folk & Country,Folk & Country,0.9
0zBan4ZwfJzGq3PW8vlZ4U,Redeyes;GLXY;Tyler Daley,Blueprints,Keep On,21,282477,False,0.662,0.57,8,-7.77,0,0.178,0.0279,0.00171,0.0669,0.148,173.928,4,Pop & Dance,Pop & Dance,Pop & Dance,0.26
3KHXWYGshZ1rTxUwRZsZkO,Little Apple Band,The Favorite Songs Of Sesame Street,ELMO'S SONG,24,147879,False,0.654,0.568,0,-6.769,1,0.0287,0.569,1.51e-06,0.0949,0.767,105.858,4,Comedy & Children,Folk & Country,Comedy & Children,0.35
3I55ELqZhwcW022mXBontJ,Sanjay Subrahmanyan,Gems of Carnatic Music: Sanjay Subrahmanyan (Live in Concert 2005),Kakkai Chiraginile - Desh - Adi - Live,32,375605,False,0.39,0.282,9,-13.524,1,0.0493,0.891,0.000111,0.124,0.297,155.877,4,Classical & Opera,Folk & Country,Classical & Opera,0.27
5PfrevbzpZzMtv4bVld9xq,Astrus*,She Wonders Why,She Wonders Why,59,131201,True,0.671,0.288,1,-14.176,1,0.496,0.468,0.0,0.139,0.42,68.287,5,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.29
7zxpdh3EqMq2JCkOI0EqcG,Piano Genie,Disney Favourites,"Two Worlds (From ""Tarzan"")",23,109573,False,0.529,0.00879,10,-32.266,1,0.0587,0.996,0.959,0.0916,0.51,82.694,4,Comedy & Children,Comedy & Children,Comedy & Children,0.54
6jWp894FQdLITbdZFZrUq7,Surf Curse,Top of the Rock,Sugar,0,162880,False,0.606,0.696,6,-5.153,1,0.0613,0.122,0.000188,0.157,0.68,121.347,4,Other / Misc,Other / Misc,Other / Misc,0.61
6xSsrWJJsfJTbdnV0bKpPW,Soweto,Nova Bis,Refém Do Coração,43,216533,False,0.572,0.675,0,-8.347,1,0.047,0.332,0.0,0.147,0.613,141.559,4,Folk & Country,Folk & Country,Folk & Country,0.58
6sY9GnrVLugy9Jb0HZO5fA,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 6",Preciso Desse Mel,40,103803,False,0.609,0.633,2,-6.944,1,0.0649,0.394,0.0,0.205,0.527,175.853,4,Folk & Country,Folk & Country,Folk & Country,0.47
1zVu5DgvGQCK9pW8Xj1Oie,Steve Poindexter;Armando,Blackholes,Blackholes - The Sun Of God Remix,6,351666,False,0.884,0.447,10,-12.79,0,0.296,0.16,0.904,0.111,0.292,128.066,4,Pop & Dance,Pop & Dance,Pop & Dance,0.88
0xiRO7WaSVgQgPvdjRL2uY,Attaque 77,Antihumano,Exodo-Ska/No Llores Por Mi Argentina,34,209906,False,0.605,0.878,7,-5.103,1,0.0393,0.0761,1.36e-06,0.158,0.735,153.062,4,Other / Misc,Pop & Dance,Other / Misc,0.29
56Dx05191bq0ZHGGkD8vcn,Graveworm,As the Angels Reach the Beauty (Remastered),Nocturnal Hymns,16,456266,False,0.225,0.969,10,-5.162,1,0.105,5.53e-05,0.724,0.3,0.0663,164.839,3,Rock & Metal,Rock & Metal,Rock & Metal,0.87
3TiCuJiisBOB9HzKAM6FDG,Delegation,Oh Honey,Oh Honey,62,356200,False,0.734,0.42,2,-12.036,1,0.028,0.188,0.242,0.0826,0.462,94.161,4,Pop & Dance,Pop & Dance,Pop & Dance,0.21
0mNGmVHDYBzed8nF2s3po1,Scooter,Scooter Forever,Burning Phibes,20,224986,False,0.628,0.943,7,-7.79,1,0.0421,0.00048,0.854,0.108,0.558,143.01,4,Ambient & Chill,Pop & Dance,Ambient & Chill,0.57
7fwcAd0OkMVK3q184Psy0y,Yellow Claw;A$AP Ferg;Creek Boyz,New Blood,Fake Chanel,47,182576,True,0.307,0.828,10,-3.37,0,0.0966,0.00321,0.0,0.171,0.2,149.863,4,Pop & Dance,Rock & Metal,Pop & Dance,0.5
5Osd2BWeCNtA6EMLY0Dsil,Anathema,A Natural Disaster (Remastered),Flying - Remastered,46,357013,False,0.376,0.374,0,-8.276,0,0.0323,0.0162,0.000515,0.263,0.0451,141.738,3,Other / Misc,World & Ethnic,Other / Misc,0.31
6xQVup4QTMbLsumB0q2WiQ,Dear Seattle,Someday,Home,32,214506,False,0.501,0.702,2,-4.494,1,0.0313,0.0061,5.49e-06,0.328,0.373,132.069,4,Rock & Metal,Rock & Metal,Rock & Metal,0.38
366BwPapHtQuX7vS2DoZ3o,Hillsong Young & Free,This Is Living,Sinking Deep,54,248360,False,0.538,0.25,10,-11.732,1,0.0277,0.572,0.0,0.109,0.1,140.051,4,World & Ethnic,World & Ethnic,World & Ethnic,0.51
2pw80nL0PyaJJnircw75qK,Out of Nowhere,Man Made Disaster,Farm,0,214000,True,0.412,0.905,1,-2.918,1,0.108,0.00355,0.0,0.0956,0.398,119.79,3,World & Ethnic,Rock & Metal,World & Ethnic,0.4
7tdiJEsCdhdJ0jXGhMQbaG,Apache Indian,Time For Change,Tell Me Now,0,254026,False,0.718,0.897,4,-4.401,1,0.0371,0.0433,2.82e-05,0.0783,0.991,137.009,4,Pop & Dance,Pop & Dance,Pop & Dance,0.45333333333333337
3PNaEK08kCeYfrgopjDbnx,Sujatha,Unnai Ninaithu (Original Motion Picture Soundtrack),Ennai Thaalattum - Female Vocals,31,286014,False,0.605,0.399,5,-9.293,1,0.0391,0.111,0.0,0.141,0.541,78.014,4,World & Ethnic,World & Ethnic,World & Ethnic,0.26
391sYYvLJu1ewPZoAiVDFf,Anime Piano Dreamers,Anime Piano For Sleep,"Loneliness (from ""Naruto Shippuden"") - Piano Lullaby",40,90117,False,0.379,0.0138,2,-25.238,0,0.0467,0.991,0.948,0.106,0.378,65.14,4,Pop & Dance,Classical & Opera,Pop & Dance,0.51
1tfYOqEAbuXZ5lWjZNhLoh,The Herbaliser;Dream Warriors,Very Mercenary,Road of Many Signs,20,293773,False,0.731,0.714,6,-3.578,1,0.079,0.197,3.5e-06,0.1,0.747,90.025,4,Ambient & Chill,Folk & Country,Ambient & Chill,0.33
3V8pqsUocQPC0IvFDmWt7Q,Petter;Linnea Henriksson,Sanningen (feat. Linnea Henriksson),Sanningen (feat. Linnea Henriksson),34,217467,False,0.806,0.541,9,-6.854,1,0.0403,0.176,0.0,0.188,0.67,89.952,4,Other / Misc,Other / Misc,Other / Misc,0.22
77cbT021iJvQpRXZAtw5ek,Bryan Adams,pov: you are walking in a winter wonderland,Merry Christmas,0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,Rock & Metal,Rock & Metal,Rock & Metal,1.0
3SdaU4TNaaTAvjTy9nuJOY,Paul Cardall,Hymns,"Jesus Of Nazareth, Savior And King",21,141506,False,0.384,0.0256,9,-20.957,0,0.0502,0.981,0.918,0.117,0.103,136.201,3,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.46
1t1GHj8INRflAqCzYeWEWW,A.N.I.M.A.L.;Chuck Jonhson,6 (Animal),¿Por qué?,19,222333,False,0.417,0.989,10,-4.716,0,0.155,0.000321,0.0716,0.471,0.177,105.424,4,Rock & Metal,Rock & Metal,Rock & Metal,0.73
5eVZkAsMWVeco6tARgthS4,Lani Mo,T(r)aktkänsla,Traktkänsla,35,143400,False,0.514,0.698,2,-7.208,1,0.0958,0.611,0.0,0.106,0.465,92.738,4,Other / Misc,Other / Misc,Other / Misc,0.21
0ganZjtkMwkoRvYQk7te7h,Maneva,Mundo Novo,Tão Simples,49,142131,False,0.768,0.52,0,-7.375,0,0.0994,0.0912,1.26e-06,0.435,0.776,140.109,4,Folk & Country,Folk & Country,Folk & Country,0.27
1HM7Vp84E4SMzdrZONg6bH,Iron Maiden,Somewhere in Time (2015 Remaster),Wasted Years - 2015 Remaster,67,309640,False,0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,4,Rock & Metal,Rock & Metal,Rock & Metal,0.55
5aw0QGRRtJmi7nVvKyRaHJ,Traditional;Richard Benson and His Orchestra,"Remastered Christmas Classics, Richard Benson and His Orchestra",The First Noel (Remastered 2014),0,196330,False,0.285,0.316,2,-7.842,1,0.0301,0.688,0.883,0.0708,0.177,126.905,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.74
6O1ubxiy19gQv3GR4Vnwa9,Steve Martin;Steep Canyon Rangers;Paul McCartney,Rare Bird Alert,Best Love,22,261640,False,0.655,0.486,9,-10.748,1,0.0258,0.785,0.000255,0.0854,0.802,104.997,4,Folk & Country,Folk & Country,Folk & Country,0.48
5pBaIDEQbrXKpplRE9sU5B,The Manges,Book Of Hate For Good People,I'm Not A Sissy,20,141480,False,0.622,0.966,0,-3.95,1,0.0354,0.0086,3.57e-06,0.368,0.79,108.013,4,Pop & Dance,Pop & Dance,Pop & Dance,0.45
148NjAWZ8BHnXazIAwgvOa,Erasure,Chorus (2020 Expanded Edition),Love to Hate You (2019 - Remaster),12,236026,False,0.626,0.883,6,-5.656,0,0.0361,0.0194,0.00694,0.396,0.837,119.956,4,Pop & Dance,Pop & Dance,Pop & Dance,0.71
24kLQBF5CBJyr0x06lRpiy,DJ Battle;Jahyanai;Bamby;Mr Eazi,Take Control,Take Control,46,213354,False,0.754,0.72,4,-5.354,0,0.243,0.0211,0.0,0.201,0.508,98.0,4,Pop & Dance,World & Ethnic,Pop & Dance,0.43
4EwSqnjnXCG7NqY08RRSKq,Zeds Dead;ILLENIUM,Where The Wild Things Are,Where The Wild Things Are,50,299240,False,0.344,0.672,6,-5.888,0,0.0586,0.00877,1.04e-06,0.196,0.133,164.197,4,Hip-Hop & R&B,Hip-Hop & R&B,Hip-Hop & R&B,0.24
6KdLBjzHwYSuD9u8mM9aAg,Mickie Krause,Wir woll'n feiern für die Ewigkeit - Best Of!,"Biste braun, kriegste Fraun - Version 2015",24,185226,False,0.821,0.652,0,-6.17,1,0.06,0.021,9.45e-05,0.0803,0.386,127.987,4,Pop & Dance,Pop & Dance,Pop & Dance,0.4480952380952381
5ljHk6rwIFtX83jenOl8Q3,Pyotr Ilyich Tchaikovsky;phil Blech Wien;Anton Mittermayr;Wiener Sängerknaben,Classical Christmas,"Der Nussknacker, Op. 71: Schneeflockenwalzer",0,387333,False,0.39,0.248,2,-14.52,0,0.0411,0.986,0.92,0.104,0.15,94.64,4,Classical & Opera,Classical & Opera,Classical & Opera,0.72
0VTWWXeHjXwgkxIzsJqE49,Project 1,I Star 15 Anniversary Collection (The Best of Alternative & Rock Songs),Ang Sarap Dito,27,258928,False,0.456,0.823,9,-4.95,1,0.0329,0.00179,0.0,0.23,0.744,140.021,4,Pop & Dance,Rock & Metal,Pop & Dance,0.33
0xsfZgm2hJrJfflKHwAVU4,Attila,Rage,Lights Out,29,192266,True,0.315,0.95,1,-4.618,0,0.15,0.000247,0.00602,0.376,0.377,95.981,3,Rock & Metal,Rock & Metal,Rock & Metal,0.91
3QEXUl3LgyOLhf60C54JOO,He Is Legend,I Am Hollywood,The Walls Have Teeth,25,236706,False,0.296,0.871,9,-10.508,1,0.0741,0.000146,0.439,0.133,0.251,157.969,4,Rock & Metal,Rock & Metal,Rock & Metal,0.82
59GgbFYUQBDwJ6DB2ljPZe,Paramore,Brand New Eyes (Deluxe Edition),Decode - Twilight Soundtrack Version,48,261959,False,0.282,0.866,10,-4.223,0,0.0588,0.000705,0.0055,0.101,0.277,163.987,4,Other / Misc,Rock & Metal,Other / Misc,0.59
5w8HmqYszYHdxZLNEN2xI2,Deserts Chang,神的遊戲,艷火,45,271800,False,0.458,0.564,2,-7.693,1,0.036,0.384,0.0,0.247,0.147,181.949,4,World & Ethnic,World & Ethnic,World & Ethnic,0.56
0Qc4Hi2Hebx9uLTrKLJP4o,Darren Styles;Francis Hill;Lucky Rabbit,Come Running 2022 (Lucky Rabbit Remix),Come Running 2022 - Lucky Rabbit Remix,19,180000,False,0.668,0.885,1,-4.235,1,0.258,0.0246,0.00877,0.353,0.462,169.895,4,Ambient & Chill,Pop & Dance,Ambient & Chill,0.61
76lV0y1suHhqtStgmsWcxu,AMARIA BB,Cheaters,Cheaters,35,212789,True,0.589,0.512,6,-6.153,0,0.268,0.143,0.000659,0.498,0.307,92.233,4,World & Ethnic,World & Ethnic,World & Ethnic,0.3
4CyVr80Xs1y26QtN7IImuc,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",Chillout,32,135421,False,0.197,0.998,9,-18.373,1,0.0627,0.366,0.992,0.95,1e-05,107.373,3,Ambient & Chill,Ambient & Chill,Ambient & Chill,1.0
4U1WGnRxI57j3Ebi9A3HtD,Marilyn Manson,TOKYO - HALLOWEEN -,アイ・プット・ア・スペル・オン・ユー,0,216735,True,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,3,Rock & Metal,Rock & Metal,Rock & Metal,0.73
3VEEFoeRv26mQmOzGU3Ckg,GAYLE,New Pop Icons,ur just horny,0,178787,True,0.529,0.897,1,-4.713,0,0.0726,0.221,0.0,0.0399,0.885,180.118,4,Rock & Metal,Rock & Metal,Rock & Metal,0.77
0GQngE2rOYvlKwEQjTAsP8,Pritam;Sreeram;Shilpa Rao,Yeh Jawaani Hai Deewani,Subhanallah,72,249707,False,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,4,World & Ethnic,Pop & Dance,World & Ethnic,0.26
75FtEfhCTDmu97mAEqLdYc,Raul Seixas,Bis - Raul Seixas,Abertura / Quando Acabar O Maluco Sou Eu,40,224400,False,0.697,0.667,9,-8.417,1,0.0527,0.0278,0.0,0.361,0.787,132.848,4,Folk & Country,Folk & Country,Folk & Country,0.21
19YmvsVCetCBeVj6O2mljR,Green Day,Revolution Radio,Still Breathing,61,224760,False,0.54,0.902,1,-3.577,1,0.0442,0.0142,0.0,0.0756,0.692,75.033,4,Rock & Metal,Pop & Dance,Rock & Metal,0.24
4wo2QDjFTBf4EDqoPQBNcz,cucu;Shiloh,I Don't Trust Nobody,I Don't Trust Nobody,53,72306,False,0.648,0.172,0,-21.154,1,0.303,0.885,0.065,0.495,0.563,94.484,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.34
0xGXCPSjxkHxElgi7kC5SZ,Passion;Chris Tomlin,Passion: Here For You (Live),"Lord, I Need You - Live",54,274814,False,0.181,0.432,11,-8.922,1,0.0387,0.545,0.0,0.965,0.159,68.326,4,World & Ethnic,World & Ethnic,World & Ethnic,0.37
